activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,approved
2023,549300FGXN1K3HLB1R50,99999,PA,42039.0,42039111200.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,1,1,2,2,2,95000,96.5,6.75,1.377,2,5750.35,,1826.3,1826.3,,300,,,2,2,2,2,95000,1,1,3,5,1,,56.0,<20%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,3,,,,,10,,,,2390,9.16,77800,75.45,510,942,0,1
2023,549300FGXN1K3HLB1R50,48900,NC,37141.0,37141920203.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,2,1,2,1,1,2,2,2,475000,96.5,6.125,0.339,2,20289.83,,9402.98,9402.98,,360,,,2,2,2,2,485000,1,1,3,5,1,,125.0,50%-60%,1,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,3,,,,,10,,,,5740,20.17,99600,108.17,1621,1922,16,1
2023,549300FGXN1K3HLB1R50,27260,FL,12109.0,12109021101.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Male,1,2,2,2,1,1,2,2,2,245000,96.5,6.625,0.725,2,11461.01,,2946.18,613.68,,360,,,2,2,2,2,255000,2,1,1,1,1,,102.0,41,2,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,1,2,2,35-44,55-64,No,No,1,1,3,,,,,10,,,,5687,25.27,93100,78.55,1678,2349,25,1
2023,549300FGXN1K3HLB1R50,99999,NC,37125.0,37125950506.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,5,2,1,32,2,2,2,2,135000,78,10.125,4.11,2,2765.95,,795,,,240,,,2,2,2,2,795000,1,1,3,5,1,,231.0,20%-<30%,3,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,6,,,,,10,,,,6644,15.44,70400,158.85,1630,2037,22,1
2023,549300FGXN1K3HLB1R50,99999,AL,1047.0,1047956202.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,2,1,1,2,2,2,145000,96.5,6.75,0.769,2,9905.36,,5249.51,3917.71,,300,,,2,2,2,2,155000,1,1,3,5,1,,85.0,<20%,1,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,25-34,9999,No,,1,1,3,,,,,10,,,,2251,30.61,65700,110.25,589,898,41,1
2023,549300FGXN1K3HLB1R50,24300,CO,8077.0,8077000802.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,32,1,2,2,2,255000,70.28,6.49,0.616,2,12124.64,,5463.19,4183.19,,360,,,2,2,2,2,365000,1,1,3,5,1,,67.0,43,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,3,,,,,10,,,,5114,31.11,91600,77.02,1480,1836,32,1
2023,549300FGXN1K3HLB1R50,99999,ID,16087.0,16087970300.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,32,2,2,2,2,65000,49,11,3.828,2,2291.95,,795,,,240,,,2,2,2,2,375000,1,1,3,5,1,,57.0,38,1,9,2.0,,,,,3.0,,,,,2,2,5.0,,,,,6.0,,,,,2,2,2,3,2,2,45-54,25-34,No,No,1,1,6,,,,,10,,,,4949,26.39,81300,83.95,1405,1836,42,1
2023,549300FGXN1K3HLB1R50,47664,MI,26125.0,26125183100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,305000,97,6.375,0.263,2,5619.56,,3000,,,360,,,2,2,2,2,315000,1,1,3,5,1,,70.0,47,3,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,25-34,9999,No,,2,1,2,,,,,10,,,,4480,13.19,108200,112.54,1525,1924,64,1
2023,549300FGXN1K3HLB1R50,16700,SC,45019.0,45019002504.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,2,2,2,32,1,2,2,2,265000,67.95,6.25,-0.08,2,14380.89,,7997.44,1256.51,,360,,,2,2,2,2,395000,1,1,3,5,1,,58.0,50%-60%,1,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,3,,,,,10,,,,5169,45.17,101300,87.79,1621,2331,31,1
2023,549300J1IQXJ1CSCCU16,18140,OH,39089.0,39089755000.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,1,1,1,1,2,2,2,355000,77.78,5.49,-0.642,2,6933.49,,950.0,,,360,,60,2,2,2,2,475000,1,1,3,5,1,,79.0,39,7,10,2.0,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,1,5,1,4,<25,9999,No,,1,1,1,,,,,10,,,,6937,7.55,100900,119.01,2214,2539,30,1
2023,549300YD7XJM19TH5O82,44100,IL,17167.0,17167000503.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,145000,96.972,6.25,0.14,2,398.0,,0.0,,94.3,360,,,2,2,2,2,155000,1,1,3,5,1,,96.0,36,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,3667,25.88,99300,67.98,1043,1682,66,1
2023,549300YD7XJM19TH5O82,37900,IL,17179.0,17179021605.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,75000,66.8,6.5,-0.55,2,,,,,,300,,1,2,2,2,2,245000,1,1,3,5,1,,135.0,<20%,8,8,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,2642,7.83,90500,119.44,827,1089,66,1
2023,549300YD7XJM19TH5O82,99999,IL,17107.0,17107952900.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,25000,59.3,7.0,-0.78,2,,,,,,300,,1,2,2,2,2,185000,1,1,3,5,1,,46.0,40,8,10,2.0,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,3532,7.56,82300,103.74,1238,1509,64,1
2023,549300YD7XJM19TH5O82,99999,IL,17125.0,17125956300.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,25000,88.1,8.25,0.44,2,,,,,,300,,1,2,2,2,2,115000,1,1,3,5,1,,0.0,>60%,8,10,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,2695,5.53,82300,107.51,908,1252,53,1
2023,549300YD7XJM19TH5O82,19740,CO,8035.0,8035013909.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,105000,66.1,8.0,-0.04,2,,,,,,300,,2,2,2,2,2,595000,1,1,3,5,1,,227.0,<20%,8,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,6407,14.98,125500,109.72,2266,2382,24,1
2023,549300YD7XJM19TH5O82,37900,IL,17143.0,17143002600.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,245000,80.0,6.125,-0.054,2,533.95,,0.0,,81.3,180,,,2,2,2,2,305000,1,1,3,5,1,,208.0,20%-<30%,1,9,2.0,,,,,3.0,,,,,2,2,5.0,,,,,6.0,,,,,2,2,1,3,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,1716,23.78,90500,95.66,481,789,66,1
2023,549300YD7XJM19TH5O82,37900,IL,17057.0,17057953100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,31,1,2,2,2,105000,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,19.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,2301,4.65,90500,91.52,897,1177,66,0
2023,254900FL0I8OUMMBOZ11,38060,AZ,4013.0,4013061011.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Female,1,0,2,1,1,1,2,2,1,225000,60.0,10.5,,3,,,,,,11,,,2,1,1,2,375000,1,3,3,5,1,,,,9,10,3.0,,,,,5.0,,,,,2,4,2.0,,,,,8.0,,,,,2,4,2,5,2,4,8888,9999,,,1,1,6,,,,,10,,,,7598,60.45,99000,122.09,1791,2433,14,1
2023,549300FGXN1K3HLB1R50,99999,AR,5067.0,5067480300.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,32,1,2,2,2,125000,80,6.99,0.832,2,5046.2,,1712.45,1712.45,,360,,,2,2,2,2,155000,1,1,3,5,1,,53.0,20%-<30%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,3,,,,,10,,,,4059,30.28,63400,84.73,1131,1892,45,1
2023,549300FGXN1K3HLB1R50,33874,PA,42091.0,42091208303.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,525000,100,5.625,-0.571,2,27812.34,,5283.6,,,360,,,2,2,2,2,515000,1,1,3,5,1,,135.0,50%-60%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,2,1,1,,,,,10,,,,5143,9.1,142100,119.66,1715,1736,29,1
2023,549300FGXN1K3HLB1R50,24140,NC,37191.0,37191000700.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,2,2,45000,70,11.425,4.478,2,2415.45,,795,,,240,,,2,2,2,2,195000,1,1,3,5,1,,58.0,44,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,2338,75.88,72600,94.68,638,1395,59,1
2023,549300FGXN1K3HLB1R50,23224,MD,24021.0,24021750805.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Sex Not Available,1,2,2,3,32,1,2,2,2,175000,65.64,6.99,-0.414,2,7316.95,,5950,4250,,360,,,2,2,2,2,255000,1,1,3,5,1,,41.0,44,2,9,2.0,,,,,2.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,3,2,2,2,55-64,65-74,No,Yes,1,1,1,,,,,10,,,,4914,40.27,151400,88.89,1298,1383,19,1
2023,549300FGXN1K3HLB1R50,19804,MI,26163.0,26163524300.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,2,1,2,2,2,85000,80,6.125,0.686,2,5937.19,,2656.24,1816.24,,360,,,2,2,2,2,105000,1,1,3,5,1,,48.0,30%-<36%,1,10,1.0,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,3,,,,,10,,,,2626,83.74,77100,64.42,397,1114,0,1
2023,549300FGXN1K3HLB1R50,10580,NY,36093.0,36093021802.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,1,1,1,1,2,2,2,195000,95,6.875,0.326,2,5009.2,,4488.75,4488.75,,360,,,2,2,2,2,215000,1,1,3,5,1,,108.0,45,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,2,,,,,10,,,,4649,31.75,113300,69.29,836,1577,54,1
2023,549300FGXN1K3HLB1R50,35154,NJ,34029.0,34029735003.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,32,1,2,2,2,225000,46,7.375,0.459,2,6744.75,,5196.25,3946.25,,360,,,2,2,2,2,505000,1,1,3,5,1,,91.0,44,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,3327,16.08,135300,78.03,759,907,24,1
2023,549300FGXN1K3HLB1R50,25540,CT,9007.0,9007542000.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,205000,61.83,6.99,0.554,2,5376.45,,2805,2040,,360,,,2,2,2,2,325000,1,1,3,5,1,,125.0,20%-<30%,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,2,,,,,10,,,,4482,27.64,118700,85.38,1234,1834,70,1
2023,549300FGXN1K3HLB1R50,34980,TN,47043.0,47043060401.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Sex Not Available,1,0,2,1,1,1,2,2,2,325000,97,7.375,0.384,2,6304.8,,3373.85,3373.85,,360,,,2,2,2,2,345000,1,1,3,5,1,,64.0,46,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,3,5,2,4,35-44,9999,No,,2,1,1,,,,,10,,,,3312,7.73,100500,112.83,1006,1210,34,1
2023,549300FGXN1K3HLB1R50,12580,MD,24005.0,24005408304.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,1,1,1,1,2,2,2,295000,95,7.125,1.299,2,6237.4,,4403.25,4403.25,,360,,,2,2,2,2,305000,1,1,3,5,1,,160.0,48,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,4732,15.64,121700,123.21,1887,1147,25,1
2023,549300FGXN1K3HLB1R50,40900,CA,6067.0,6067008508.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,1,1,2,2,2,725000,94,5.75,-0.205,2,9186.33,,4259.38,209.38,,360,,,2,2,2,2,775000,1,1,3,5,1,,162.0,43,3,10,2.0,,,,,5.0,,,,,2,4,2.0,21.0,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,2,1,1,,,,,10,,,,8897,54.51,113900,173.83,2287,2568,21,1
2023,549300FGXN1K3HLB1R50,12060,GA,13057.0,13057090506.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,32,1,2,2,2,195000,71.48,4.99,-0.609,2,11017.13,,5663.68,1574.94,,360,,,2,2,2,2,275000,1,1,3,5,1,,43.0,40,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,2,1,3,,,,,10,,,,4471,11.18,102900,108.46,1435,1521,20,1
2023,254900FK0S1L00V2UL14,99999,PA,42063.0,42063960600.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,1111,1111,1111,15000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,2,1,1111,1111,1,Exempt,59.0,Exempt,1111,1111,2.0,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,1,5,1,4,55-64,9999,No,,1111,1111,1111,,,,,1111,,,,4800,4.6,77800,90.19,1519,2093,47,1
2023,254900UKANDAKWQ7CR03,47940,IA,19013.0,19013003001.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,1111,1111,1111,165000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,88.0,Exempt,1111,1111,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1111,1111,1111,,,,,1111,,,,5485,12.32,91100,99.54,1504,1787,25,1
2023,549300QGO7S838JDBC47,47664,MI,26099.0,26099231100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,32,1,1111,1111,1111,105000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,62.0,Exempt,1111,1111,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1111,1111,1111,,,,,1111,,,,3697,24.61,108200,76.06,996,1338,45,1
2023,549300FGXN1K3HLB1R50,29460,FL,12105.0,12105012001.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,31,1,2,2,2,285000,52,5.99,-0.218,2,5161.13,,4976.13,,,360,,,2,2,2,2,555000,1,1,3,5,1,,96.0,30%-<36%,3,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,3,3,2,2,65-74,25-34,Yes,No,2,1,1,,,,,10,,,,5798,51.28,74300,84.16,1130,1768,34,1
2023,549300OHTBYVLLO8NW69,29200,IN,18007.0,18007100100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,1111,1111,1111,35000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,1,Exempt,,Exempt,1111,1111,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,1111,1111,1111,,,,,1111,,,,3336,6.65,85900,83.5,949,1384,64,1
2023,549300A6T9G3QXH9KZ27,23060,,18003.0,18003010400.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,1111,1111,1111,365000,Exempt,Exempt,0.484,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,91.0,Exempt,1111,1111,2.0,,,,,2.0,,,,,1,1,5.0,,,,,5.0,,,,,1,1,1,2,1,1,25-34,25-34,No,No,1111,1111,1111,,,,,10,,,,4199,8.84,86000,127.86,1367,1487,34,1
2023,549300FGXN1K3HLB1R50,99999,NM,35005.0,35005001102.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,2,1,31,1,2,2,2,165000,55,6.99,0.126,2,5709.41,,4008.06,2835,,360,,,2,2,2,2,305000,1,1,3,5,1,,61.0,44,2,10,1.0,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,3856,33.71,67100,115.38,1208,1769,33,1
2023,549300QD5CQZ9PPP5B09,31084,CA,6037.0,6037503602.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,2,2,105000,75.773,,,3,,,,,,180,,,2,2,2,2,945000,1,1,3,5,1,,178.0,50%-60%,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,1,4.0,,,3838,66.0,98200,182.61,1027,1186,52,0
2023,5493003V40VGM7YDFM54,36260,UT,49003.0,49003960302.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,9,2,1,1,1,2,2,2,275000,95.0,6.625,0.721,2,3352.0,,1395.0,,,360,,,2,2,2,2,285000,1,1,3,5,1,,101.0,30%-<36%,2,10,2.0,,,,,5.0,,,,,3,4,5.0,,,,,8.0,,,,,3,4,1,5,3,4,55-64,9999,No,,1,2,2,,,,,10,,,,5746,22.28,109300,74.41,1165,1776,24,1
2023,5493003V40VGM7YDFM54,36260,UT,49011.0,49011125905.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,9,2,2,1,1,2,2,2,405000,96.5,7.25,0.939,2,11837.09,,2401.01,,,360,,,2,2,2,2,415000,1,1,3,5,1,,122.0,38,3,10,2.0,,,,,5.0,,,,,3,4,5.0,,,,,8.0,,,,,3,4,1,5,3,4,25-34,9999,No,,1,2,3,,,,,10,,,,6701,20.59,109300,101.73,1734,2295,41,1
2023,5493003V40VGM7YDFM54,39340,UT,49049.0,49049001404.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,32,1,2,2,2,435000,,,,3,,,,,,360,,,2,2,2,2,,1,3,3,5,2,,178.0,,9,9,2.0,,,,,5.0,,,,,3,4,5.0,,,,,8.0,,,,,3,4,2,5,3,4,35-44,9999,No,,1,2,6,,,,,10,,,,4011,34.6,106900,56.73,377,705,37,0
2023,5493003V40VGM7YDFM54,39340,UT,49049.0,49049002208.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Joint,1,9,2,2,1,1,2,2,2,565000,96.5,6.0,0.081,2,19316.06,,6943.75,,,360,,,2,2,2,2,575000,1,1,3,5,1,,170.0,40,9,1,2.0,,,,,2.0,,,,,3,3,4.0,43.0,,,,1.0,3.0,,,,3,3,1,2,3,3,35-44,35-44,No,No,1,2,3,,,,,10,,,,6588,25.17,106900,120.88,651,897,6,1
2023,5493003V40VGM7YDFM54,35380,LA,22051.0,22051020516.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,2,2,175000,72.917,8.5,1.153,3,6700.46,,4238.75,1.625,795.0,360,2,,2,2,2,2,245000,1,3,3,5,2,,31.0,<20%,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,2,1,,,,,10,,,,4723,76.24,82300,72.98,1315,1972,52,1
2023,254900N33AYNKI4VCV72,37860,FL,12033.0,12033001104.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,205000,95.0,4.65,0.052,2,2727.95,,795.0,,25.5,360,,120,2,2,2,2,225000,1,1,3,5,1,,79.0,47,2,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,6352,28.92,83900,94.37,1686,2480,46,1
2023,2549007ZL90U2M5ZNA78,28140,MO,29095.0,29095013904.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,32,1,2,2,2,355000,80.0,7.875,0.502,2,12837.48,,10994.98,9599.98,,360,,,2,2,2,2,445000,1,1,3,5,1,,90.0,45,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,2,,,,,10,,,,7294,22.05,104400,148.15,2266,2438,25,1
2023,254900JZN2V0PWFMW808,19124,TX,48113.0,48113014143.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,32,2,2,2,2,235000,,,,3,,,,,,360,,,2,2,2,2,,1,3,3,5,1,,3241.0,,9,9,2.0,,,,,2.0,,,,,2,2,2.0,,,,,2.0,,,,,2,2,1,1,2,2,55-64,25-34,Yes,No,1,1,6,,,,,10,,,,4682,77.64,105600,145.89,701,970,8,0
2023,549300WUGYTMN4HIT493,16984,IL,17111.0,17111870104.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,71,2,1,2,2,2,2,2,25000,83.034,9.0,1.46,2,,,0.0,,,240,,12,2,2,2,2,245000,1,1,3,5,1,,80.0,39,1,1,3.0,,,,,3.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,35-44,55-64,No,No,1,1,6,,,,,10,,,,4848,12.0,109800,100.61,1431,1774,26,1
2023,549300WUGYTMN4HIT493,16984,IL,17043.0,17043842706.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,1,4,2,2,2,2,25000,61.474,5.99,-0.217,2,0.0,,0.0,,,60,,,2,2,2,2,635000,1,1,3,5,1,,192.0,30%-<36%,1,10,1.0,13.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,4787,18.51,109800,151.04,1478,1545,53,1
